0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1261.5,1281.0,1322.5,1379.0,1422.5,1453.5,1534.5,1579.0,1611.0,1624.0,1692.5,1754.0,1806.5,1832.0,1974.0,2041.0
5852.49,5881.9,5944.83,6030.0,6096.16,6143.06,6266.5,6334.43,6382.99,6402.25,6506.53,6598.95,6678.28,6717.04,6929.47,7032.41
